word,neighbour,i
china,steamed,4
china,tigers,5
china,province,6
china,pheasant,7
china,sedan,8
china,books,9
china,secretaries,10
avoidance,oblivious,1
avoidance,indirect,2
avoidance,initiation,3
avoidance,emerge,4
avoidance,unaware,5
avoidance,formative,6
avoidance,leafy,7
avoidance,initiates,8
avoidance,group,9
avoidance,adult,10
knock,kick,1
knock,jump,2
knock,burst,3
knock,push,4
knock,take,5
knock,slide,6
knock,spill,7
knock,bend,8
knock,tear,9
knock,shove,10
doorway,food,1
doorway,strips,2
doorway,cooking,3
doorway,cooked,4
doorway,uncooked,5
doorway,basket,6
doorway,eaten,7
doorway,sleeping,8
doorway,edge,9
doorway,baskets,10
antler,,1
antler,,2
antler,,3
antler,,4
antler,,5
antler,,6
antler,,7
antler,,8
antler,,9
antler,,10
reef,breadfruit,1
reef,canoes,2
reef,canoe,3
reef,pandanus,4
reef,shark,5
reef,coral,6
reef,octopus,7
reef,taro,8
reef,crab,9
reef,coconuts,10
listing,listed,1
listing,entries,2
listing,items,3
listing,sequence,4
listing,include,5
listing,occur,6
listing,sequences,7
listing,parentheses,8
listing,semantic,9
listing,indicates,10
machete,chicken,1
machete,papaya,2
machete,avocado,3
machete,rooster,4
machete,sibling,5
machete,diarrhea,6
machete,chickens,7
machete,feces,8
machete,harvested,9
machete,pants,10
peek,chills,1
peek,diaper,2
peek,fingernail,3
peek,squash,4
peek,parentheses,5
peek,messy,6
peek,diarrhea,7
peek,flashlight,8
peek,bounce,9
peek,bump,10
canoe,canoes,1
canoe,paddle,2
canoe,reef,3
canoe,breadfruit,4
canoe,fishing,5
canoe,fish,6
canoe,beach,7
canoe,shark,8
canoe,paddling,9
canoe,pandanus,10
solo,polo,1
solo,chorus,2
solo,lava,3
solo,cricket,4
solo,tofu,5
solo,match,6
solo,party,7
solo,pea,8
solo,toe,9
solo,saga,10
sanctuary,booty,1
sanctuary,captivity,2
sanctuary,mighty,3
sanctuary,woe,4
sanctuary,stronghold,5
sanctuary,everlasting,6
sanctuary,strife,7
sanctuary,slaughter,8
sanctuary,ransom,9
sanctuary,proclaim,10
rum,urn,1
rum,slaves,2
rum,pastures,3
rum,oculis,4
rum,senators,5
rum,senate,6
rum,capitol,7
rum,legion,8
rum,magistrates,9
rum,stoic,10
mus,,1
mus,,2
mus,,3
mus,,4
mus,,5
mus,,6
mus,,7
mus,,8
mus,,9
mus,,10
turnip,,1
turnip,,2
turnip,,3
turnip,,4
turnip,,5
turnip,,6
turnip,,7
turnip,,8
turnip,,9
turnip,,10
pandanus,taro,1
pandanus,breadfruit,2
pandanus,reef,3
pandanus,coconuts,4
pandanus,shell,5
pandanus,crab,6
pandanus,canoes,7
pandanus,oven,8
pandanus,canoe,9
pandanus,coconut,10
client,patron,1
client,comedy,2
client,acquittal,3
client,farce,4
client,assurance,5
client,conspiracy,6
client,triumph,7
client,senate,8
client,legion,9
client,historian,10
jargon,pointer,1
jargon,grizzly,2
jargon,grouse,3
jargon,strawberry,4
jargon,raspberry,5
jargon,blackberry,6
jargon,spruce,7
jargon,mink,8
jargon,arcade,9
jargon,poker,10
jock,sketches,1
jock,quirky,2
jock,cults,3
jock,oatmeal,4
jock,fishings,5
jock,poems,6
jock,geek,7
jock,ballads,8
jock,lads,9
jock,rhymes,10
comedy,tragedy,1
comedy,lyric,2
comedy,adapt,3
comedy,critic,4
comedy,comedian,5
comedy,artist,6
comedy,repeal,7
comedy,hostess,8
comedy,comic,9
comedy,attic,10
dean,blast,1
dean,highlands,2
dean,shrieking,3
dean,lounging,4
dean,plaid,5
dean,shrugging,6
dean,grudging,7
dean,sneaking,8
dean,surly,9
dean,hardy,10
persona,macho,1
persona,costar,2
persona,tortilla,3
persona,alma,4
persona,sus,5
persona,chile,6
persona,salsa,7
persona,tequila,8
persona,junta,9
persona,pueblo,10
cove,squall,1
cove,spruce,2
cove,ebb,3
cove,flounder,4
cove,herring,5
cove,deck,6
cove,buoy,7
cove,credence,8
cove,inlet,9
cove,shore,10
tortilla,tortillas,1
tortilla,pueblo,2
tortilla,coyotes,3
tortilla,coyote,4
tortilla,adobe,5
tortilla,mesa,6
tortilla,fiesta,7
tortilla,cactus,8
tortilla,chile,9
tortilla,macho,10
octopus,squid,1
octopus,reef,2
octopus,breadfruit,3
octopus,fishing,4
octopus,beach,5
octopus,shark,6
octopus,crab,7
octopus,coconuts,8
octopus,tentacles,9
octopus,coconut,10
corral,squash,1
corral,fiesta,2
corral,cactus,3
corral,pants,4
corral,adobe,5
corral,pueblo,6
corral,coyote,7
corral,canyon,8
corral,cornfield,9
corral,watermelon,10
fetish,cocoyam,1
fetish,okra,2
fetish,mahogany,3
fetish,guinea,4
fetish,termite,5
fetish,antelope,6
fetish,maize,7
fetish,leopard,8
fetish,hoe,9
fetish,termites,10
exodus,genesis,1
exodus,redemption,2
exodus,testament,3
exodus,outpouring,4
exodus,seminary,5
exodus,desolation,6
exodus,holocaust,7
exodus,apocalypse,8
exodus,dedication,9
exodus,anthem,10
orientation,resistant,1
orientation,oriented,2
orientation,visual,3
orientation,characterization,4
orientation,biological,5
orientation,dynamic,6
orientation,allocation,7
orientation,phase,8
orientation,motivation,9
orientation,documentation,10
psi,rhetorical,1
psi,instituted,2
psi,doubtful,3
psi,declare,4
psi,decree,5
psi,limiting,6
psi,rsum,7
psi,senators,8
psi,rum,9
psi,oculis,10
elephant,elephants,1
elephant,peacock,2
elephant,jasmine,3
elephant,wealth,4
elephant,disrespect,5
elephant,birth,6
elephant,poison,7
elephant,worship,8
elephant,mantra,9
elephant,jewel,10
kale,bona,1
kale,banana,2
kale,malaria,3
kale,stealing,4
kale,twins,5
kale,umbilical,6
kale,giraffe,7
kale,zebra,8
kale,placenta,9
kale,diarrhoea,10
fingertip,fingertips,1
fingertip,shotgun,2
fingertip,optimistic,3
fingertip,handlebar,4
fingertip,allergic,5
fingertip,seafood,6
fingertip,pessimistic,7
fingertip,welcoming,8
fingertip,flashlight,9
fingertip,zipper,10
echo,foam,1
echo,fold,2
echo,stumble,3
echo,hatch,4
echo,drizzle,5
echo,peel,6
echo,abortion,7
echo,fluent,8
echo,nipple,9
echo,whisper,10
citizen,citizenship,1
citizen,comedy,2
citizen,colleague,3
citizen,critic,4
citizen,conspiracy,5
citizen,prescribe,6
citizen,comic,7
citizen,embassy,8
citizen,surrender,9
citizen,civil,10
sled,moose,1
sled,cache,2
sled,caribou,3
sled,caches,4
sled,ice,5
sled,mittens,6
sled,kayak,7
sled,snow,8
sled,diaper,9
sled,parka,10
burrow,nest,1
burrow,stalking,2
burrow,growl,3
burrow,caterpillar,4
burrow,beetle,5
burrow,hunting,6
burrow,groin,7
burrow,shade,8
burrow,scent,9
burrow,dust,10
papaya,pineapple,1
papaya,banana,2
papaya,coconut,3
papaya,bananas,4
papaya,chicken,5
papaya,mosquito,6
papaya,massage,7
papaya,grandparent,8
papaya,machete,9
papaya,palm,10
nape,thigh,1
nape,striped,2
nape,red,3
nape,bite,4
nape,rub,5
nape,spotted,6
nape,whistle,7
nape,owl,8
nape,scratch,9
nape,mouth,10
cohort,inexorable,1
cohort,cavalry,2
cohort,siege,3
cohort,memorable,4
cohort,copious,5
cohort,stoic,6
cohort,legion,7
cohort,senate,8
cohort,senators,9
cohort,amphitheatre,10
rhetoric,senate,1
rhetoric,philosophy,2
rhetoric,logic,3
rhetoric,oratory,4
rhetoric,amphitheatre,5
rhetoric,saffron,6
rhetoric,subtle,7
rhetoric,illustrious,8
rhetoric,rhetorical,9
rhetoric,belonging,10
nectar,crow,1
nectar,forehead,2
nectar,ascetic,3
nectar,peacock,4
nectar,observance,5
nectar,churning,6
nectar,incarnation,7
nectar,sage,8
nectar,worlds,9
nectar,emancipation,10
perch,diver,1
perch,whip,2
perch,trick,3
perch,chestnut,4
perch,bench,5
perch,quest,6
perch,soften,7
perch,skim,8
perch,sling,9
perch,defer,10
duel,stud,1
duel,convent,2
duel,nomination,3
duel,instinct,4
duel,outrage,5
duel,knight,6
duel,chaplain,7
duel,communicative,8
duel,font,9
duel,indulgence,10
magistrate,magistrates,1
magistrate,emperors,2
magistrate,posterity,3
magistrate,publish,4
magistrate,reckon,5
magistrate,punishment,6
magistrate,philosophers,7
magistrate,soldiers,8
magistrate,surname,9
magistrate,cavalry,10
cable,gauge,1
cable,screw,2
cable,register,3
cable,cabin,4
cable,board,5
cable,wheel,6
cable,dispatch,7
cable,receipt,8
cable,gear,9
cable,bolt,10
trick,polish,1
trick,fool,2
trick,disguise,3
trick,cracker,4
trick,bolt,5
trick,glove,6
trick,puppet,7
trick,hound,8
trick,painter,9
trick,clerk,10
paradigm,paradigms,1
paradigm,thematic,2
paradigm,unspecified,3
paradigm,constructions,4
paradigm,stems,5
paradigm,forms,6
paradigm,reciprocal,7
paradigm,examples,8
paradigm,occur,9
paradigm,repetitive,10
wake,pick,1
wake,tired,2
wake,choke,3
wake,jump,4
wake,straighten,5
wake,peel,6
wake,jealous,7
wake,pull,8
wake,catch,9
wake,cook,10
peacock,ascetic,1
peacock,elephant,2
peacock,jasmine,3
peacock,planet,4
peacock,mansion,5
peacock,incarnation,6
peacock,meditation,7
peacock,jewel,8
peacock,enjoyment,9
peacock,mantra,10
penance,incarnation,1
penance,devotion,2
penance,worldly,3
penance,learned,4
penance,austerity,5
penance,intellect,6
penance,virtuous,7
penance,fraud,8
penance,peacock,9
penance,sage,10
rack,bracket,1
rack,stake,2
rack,collar,3
rack,coat,4
rack,boot,5
rack,boots,6
rack,brisket,7
rack,shank,8
rack,cable,9
rack,convoy,10
chief,chiefs,1
chief,warrior,2
chief,adultery,3
chief,famine,4
chief,young,5
chief,shrub,6
chief,stranger,7
chief,riches,8
chief,wives,9
chief,gift,10
circumcision,refuse,1
circumcision,clean,2
circumcision,forbid,3
circumcision,blunt,4
circumcision,mercy,5
circumcision,yam,6
circumcision,shrub,7
circumcision,wives,8
circumcision,miracle,9
circumcision,curse,10
tier,angst,1
tier,blitz,2
tier,kinder,3
tier,flu,4
tier,stag,5
tier,spa,6
tier,lied,7
tier,tor,8
tier,beet,9
tier,glut,10
manila,pesos,1
manila,jeep,2
manila,plaza,3
manila,peso,4
manila,galvanized,5
manila,pillows,6
manila,chicks,7
manila,fibers,8
manila,focus,9
manila,odor,10
historian,prophecy,1
historian,defender,2
historian,deadly,3
historian,compose,4
historian,treason,5
historian,satire,6
historian,moderation,7
historian,critic,8
historian,witty,9
historian,superfluous,10
peat,turf,1
peat,nook,2
peat,fumbling,3
peat,sleet,4
peat,shaggy,5
peat,harness,6
peat,wand,7
peat,rhymes,8
peat,hearty,9
peat,draught,10
card,window,1
card,engineer,2
card,clock,3
card,desk,4
card,scale,5
card,hostess,6
card,cooker,7
card,lottery,8
card,horsepower,9
card,average,10
urn,indie,1
urn,medic,2
urn,notion,3
urn,poet,4
urn,prose,5
urn,poets,6
urn,monstrous,7
urn,oars,8
urn,eloquence,9
urn,spurious,10
disappearance,emancipation,1
disappearance,produced,2
disappearance,stanza,3
disappearance,superhuman,4
disappearance,disrespect,5
disappearance,peacock,6
disappearance,proximity,7
disappearance,sage,8
disappearance,manifestation,9
disappearance,nectar,10
slave,slaves,1
slave,messenger,2
slave,garment,3
slave,servant,4
slave,youth,5
slave,guardian,6
slave,debtor,7
slave,victorious,8
slave,oath,9
slave,threshold,10
glove,stocking,1
glove,chimney,2
glove,coat,3
glove,bed,4
glove,trick,5
glove,buckle,6
glove,clock,7
glove,crib,8
glove,cards,9
glove,brooch,10
triumph,esteem,1
triumph,prolong,2
triumph,condemn,3
triumph,renew,4
triumph,condemnation,5
triumph,decree,6
triumph,prevail,7
triumph,declare,8
triumph,hasten,9
triumph,pursue,10
acorn,oak,1
acorn,acorns,2
acorn,walnut,3
acorn,flint,4
acorn,blackberry,5
acorn,strawberry,6
acorn,cub,7
acorn,pear,8
acorn,pine,9
acorn,panther,10
goddess,deity,1
goddess,goddesses,2
goddess,gods,3
goddess,caste,4
goddess,deities,5
goddess,festival,6
goddess,ascetic,7
goddess,peacock,8
goddess,celebrated,9
goddess,temple,10
hamlet,medal,1
hamlet,population,2
hamlet,commune,3
hamlet,hard-working,4
hamlet,lime,5
hamlet,almond,6
hamlet,plateau,7
hamlet,slope,8
hamlet,gamble,9
hamlet,threshold,10
stamp,odd,1
stamp,exchange,2
stamp,repair,3
stamp,register,4
stamp,glaze,5
stamp,polish,6
stamp,receipt,7
stamp,pump,8
stamp,staircase,9
stamp,warehouse,10
panther,acorn,1
panther,grape,2
panther,quail,3
panther,lighten,4
panther,ivy,5
panther,claw,6
panther,canine,7
panther,shine,8
panther,preacher,9
panther,halter,10
rooster,chicken,1
rooster,diarrhea,2
rooster,kerosene,3
rooster,chickens,4
rooster,fingernail,5
rooster,pineapple,6
rooster,mosquito,7
rooster,odor,8
rooster,papaya,9
rooster,flashlight,10
rebirth,reborn,1
rebirth,karma,2
rebirth,meditation,3
rebirth,attainment,4
rebirth,attachment,5
rebirth,monastery,6
rebirth,relic,7
rebirth,ascetic,8
rebirth,monk,9
rebirth,essence,10
nook,brow,1
nook,thrift,2
nook,wand,3
nook,streak,4
nook,peat,5
nook,brink,6
nook,snug,7
nook,crumb,8
nook,stair,9
nook,hearty,10
dynasty,tablet,1
dynasty,frontier,2
dynasty,palace,3
dynasty,temples,4
dynasty,lofty,5
dynasty,etiquette,6
dynasty,capital,7
dynasty,diagrams,8
dynasty,characters,9
dynasty,classics,10
camel,camels,1
camel,dates,2
camel,pomegranate,3
camel,desert,4
camel,caravan,5
camel,injustice,6
camel,lion,7
camel,praised,8
camel,blessing,9
camel,captive,10
boot,rack,1
boot,boots,2
boot,barrel,3
boot,knitting,4
boot,bed,5
boot,cuff,6
boot,visor,7
boot,cellar,8
boot,buckle,9
boot,lining,10
stall,bolt,1
stall,draught,2
stall,tapestry,3
stall,helm,4
stall,fleece,5
stall,knight,6
stall,marshal,7
stall,register,8
stall,crib,9
stall,linen,10
ordeal,chasm,1
ordeal,charms,2
ordeal,bellows,3
ordeal,theft,4
ordeal,chalk,5
ordeal,leopard,6
ordeal,homage,7
ordeal,lawsuit,8
ordeal,jewel,9
ordeal,ebony,10
decree,prevail,1
decree,judgment,2
decree,declare,3
decree,judge,4
decree,oath,5
decree,assign,6
decree,proclaim,7
decree,appoint,8
decree,depart,9
decree,pledge,10
consultant,optimum,1
consultant,tourist,2
consultant,psychiatrist,3
consultant,analyst,4
consultant,maximum,5
consultant,route,6
consultant,automation,7
consultant,user,8
consultant,casserole,9
consultant,freeway,10
estuary,penguin,1
estuary,glider,2
estuary,sawdust,3
estuary,pseudonym,4
estuary,tombstone,5
estuary,fluent,6
estuary,metamorphosis,7
estuary,insomnia,8
estuary,orphanage,9
estuary,paradox,10
reconstruction,reconstruct,1
reconstruction,supplementary,2
reconstruction,classification,3
reconstruction,research,4
reconstruction,publication,5
reconstruction,exhaustive,6
reconstruction,structural,7
reconstruction,bulletin,8
reconstruction,preliminary,9
reconstruction,bureau,10
couch,subdue,1
couch,prevail,2
couch,curb,3
couch,overthrow,4
couch,torment,5
couch,ruin,6
couch,likeness,7
couch,potter,8
couch,corrupt,9
couch,lodging,10
alpha,stimulation,1
alpha,navigation,2
alpha,visual,3
alpha,atomic,4
alpha,phosphate,5
alpha,thyroid,6
alpha,cell,7
alpha,corrosion,8
alpha,kinetic,9
alpha,carbon,10
mutation,ardent,1
mutation,orbit,2
mutation,torque,3
mutation,mutations,4
mutation,conservatory,5
mutation,traction,6
mutation,toll,7
mutation,vocation,8
mutation,homogeneous,9
mutation,vortex,10
baker,thyme,1
baker,butler,2
baker,maker,3
baker,bolt,4
baker,shepherd,5
baker,hound,6
baker,bench,7
baker,meadow,8
baker,pear,9
baker,poppy,10
til,grad,1
til,gang,2
til,inn,3
til,ham,4
til,sitter,5
til,ill,6
til,fin,7
til,sprang,8
til,bare,9
til,skis,10
stocking,glove,1
stocking,chimney,2
stocking,shoe,3
stocking,loaf,4
stocking,veal,5
stocking,ribbon,6
stocking,prank,7
stocking,flannel,8
stocking,cellar,9
stocking,polish,10
flora,fauna,1
flora,archive,2
flora,jugs,3
flora,witnesses,4
flora,usage,5
flora,version,6
flora,lexicon,7
flora,alfalfa,8
flora,rib,9
flora,studies,10
polish,trick,1
polish,sparkle,2
polish,lock,3
polish,chill,4
polish,receipt,5
polish,screw,6
polish,applaud,7
polish,auction,8
polish,stamp,9
polish,sly,10
salmon,trout,1
salmon,spawning,2
salmon,halibut,3
salmon,spruce,4
salmon,steelhead,5
salmon,moss,6
salmon,cranberry,7
salmon,berries,8
salmon,berry,9
salmon,cranberries,10
annuity,veal,1
annuity,obituary,2
annuity,curb,3
annuity,curtail,4
annuity,rapture,5
annuity,garnish,6
annuity,travesty,7
annuity,hoax,8
annuity,stave,9
annuity,racy,10
footwear,raincoat,1
footwear,blizzard,2
footwear,stepfather,3
footwear,diaper,4
footwear,zipper,5
footwear,snowdrift,6
footwear,canyon,7
footwear,saucer,8
footwear,outhouse,9
footwear,springtime,10
proximity,venerable,1
proximity,assemblage,2
proximity,attainment,3
proximity,affectionate,4
proximity,recollection,5
proximity,progeny,6
proximity,obstruction,7
proximity,disrespect,8
proximity,penance,9
proximity,attainable,10
colon,delegate,1
colon,soluble,2
colon,vocation,3
colon,complicate,4
colon,chandelier,5
colon,clot,6
colon,navigate,7
colon,nominate,8
colon,larynx,9
colon,pelvis,10
pang,tang,1
pang,bang,2
pang,pan,3
pang,bun,4
pang,lap,5
pang,rice,6
pang,sang,7
pang,jar,8
pang,bamboo,9
pang,pun,10
underside,edible,1
underside,leaves,2
underside,traditional,3
underside,brown,4
underside,markings,5
underside,shiny,6
underside,adult,7
underside,smaller,8
underside,reddish,9
underside,areas,10
creek,creeks,1
creek,eagle,2
creek,brother-in-law,3
creek,berries,4
creek,duck,5
creek,knee,6
creek,owl,7
creek,aboriginal,8
creek,kangaroo,9
creek,nephew,10
domain,degrade,1
domain,precedence,2
domain,transfer,3
domain,lenient,4
domain,accommodate,5
domain,estimate,6
domain,stimulate,7
domain,default,8
domain,model,9
domain,contemplate,10
sprinkling,observance,1
sprinkling,trickling,2
sprinkling,trembling,3
sprinkling,tearing,4
sprinkling,shaking,5
sprinkling,observing,6
sprinkling,accomplished,7
sprinkling,swallowing,8
sprinkling,sage,9
sprinkling,endowed,10
spider,lizard,1
spider,bird,2
spider,dove,3
spider,tree,4
spider,caterpillar,5
spider,thunder,6
spider,bush,7
spider,dry,8
spider,ripe,9
spider,green,10
capitol,senate,1
capitol,citizens,2
capitol,malls,3
capitol,senators,4
capitol,oculis,5
capitol,stoic,6
capitol,legion,7
capitol,rum,8
capitol,magistrates,9
capitol,cohort,10
mandate,sublime,1
mandate,submission,2
mandate,discerning,3
mandate,diffuse,4
mandate,clemency,5
mandate,innate,6
mandate,distraction,7
mandate,anarchy,8
mandate,piety,9
mandate,sincerity,10
poet,oars,1
poet,notion,2
poet,urn,3
poet,poets,4
poet,defence,5
poet,prose,6
poet,medic,7
poet,fleet,8
poet,ships,9
poet,hounds,10
dolphin,lobster,1
dolphin,mackerel,2
dolphin,tide,3
dolphin,bait,4
dolphin,whale,5
dolphin,shark,6
dolphin,steer,7
dolphin,sea,8
dolphin,island,9
dolphin,giant,10
brace,tack,1
brace,bolt,2
brace,screw,3
brace,buckle,4
brace,crib,5
brace,trim,6
brace,wheel,7
brace,stake,8
brace,staple,9
brace,brush,10
barn,gang,1
barn,barns,2
barn,ring,3
barn,meadow,4
barn,farmer,5
barn,hen,6
barn,bacon,7
barn,sitter,8
barn,acre,9
barn,farm,10
closeness,sharpness,1
closeness,tightness,2
closeness,correctness,3
closeness,fitness,4
closeness,stubbornness,5
closeness,delusion,6
closeness,homage,7
closeness,shortness,8
closeness,arrogance,9
